conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,casefolding,cleanedtext,stopwordremoved,stemmingtext,tokenize
1653987824063111169,Thu May 04 05:00:01 +0000 2023,11943,Tanyarl udah diblacklist pinjol tinggal diblacklist dari dunia aja lu https://t.co/GShGKCciCK,1653987824063111169,https://pbs.twimg.com/media/FvQkgoNaYAAAtim.jpg,,in,Indonesia,207,478,393,https://x.com/tanyarlfes/status/1653987824063111169,1371650588,tanyarlfes,tanyarl udah diblacklist pinjol tinggal diblacklist dari dunia aja lu https://t.co/gshgkccick,tanyarl udah diblacklist pinjol tinggal diblacklist dari dunia aja lu,tanyarl udah diblacklist pinjol tinggal diblacklist dunia lu,tanyarl udah diblacklist pinjol tinggal diblacklist dunia lu,"['tanyarl', 'udah', 'diblacklist', 'pinjol', 'tinggal', 'diblacklist', 'dunia', 'lu']"
1797822760858845368,Tue Jun 04 02:48:42 +0000 2024,5061,Keren ini. Rohingya ditampung Gaza ditampung Rakyat sendiri menghadapi - harga beras naik - BBM naik - UKT naik* - Sembako naik - transport naik - cicilan naik - pajak naik - potongan Tapera - potongan BPJS kesehatan - potongan ketenagakerjaan - terjerat pinjol - dll. https://t.co/wZClWAsPRG,1797822760858845368,https://pbs.twimg.com/media/GPMmRg-bgAAjBdk.jpg,,in,Indonesia,192,562,1222,https://x.com/narkosun/status/1797822760858845368,84221579,narkosun,keren ini. rohingya ditampung gaza ditampung rakyat sendiri menghadapi - harga beras naik - bbm naik - ukt naik* - sembako naik - transport naik - cicilan naik - pajak naik - potongan tapera - potongan bpjs kesehatan - potongan ketenagakerjaan - terjerat pinjol - dll. https://t.co/wzclwasprg,keren ini  rohingya ditampung gaza ditampung rakyat sendiri menghadapi   harga beras naik   bbm naik   ukt naik    sembako naik   transport naik   cicilan naik   pajak naik   potongan tapera   potongan bpjs kesehatan   potongan ketenagakerjaan   terjerat pinjol   dll,keren rohingya ditampung gaza ditampung rakyat menghadapi harga beras bbm ukt sembako transport cicilan pajak potongan tapera potongan bpjs kesehatan potongan ketenagakerjaan terjerat pinjol,keren rohingya tampung gaza tampung rakyat hadap harga beras bbm ukt sembako transport cicil pajak potong tapera potong bpjs sehat potong ketenagakerjaan jerat pinjol,"['keren', 'rohingya', 'tampung', 'gaza', 'tampung', 'rakyat', 'hadap', 'harga', 'beras', 'bbm', 'ukt', 'sembako', 'transport', 'cicil', 'pajak', 'potong', 'tapera', 'potong', 'bpjs', 'sehat', 'potong', 'ketenagakerjaan', 'jerat', 'pinjol']"
1651131998931681282,Wed Apr 26 07:51:59 +0000 2023,11613,lebih ramah admin pinjol https://t.co/RuSvWIlPGv,1651131998931681282,https://pbs.twimg.com/media/Fun_zMyakAEk9p3.jpg,,in,Indonesia,245,531,896,https://x.com/txtdarigajelas/status/1651131998931681282,1316441034117718016,txtdarigajelas,lebih ramah admin pinjol https://t.co/rusvwilpgv,lebih ramah admin pinjol,ramah admin pinjol,ramah admin pinjol,"['ramah', 'admin', 'pinjol']"
1798202884204744864,Wed Jun 05 03:59:11 +0000 2024,61,$0.5 | 7.000 IDR ~ 7 Hours Rt like &amp; Reply Tagihan pinjol numpuk gaji habis? @pahtehtic joki pinjol hadir buat kamu! Lunasin tagihan pinjolmu dengan cepat dan aman. Testi udah 300+ jadi ga perlu ragu ,1798202884204744864,,,in,,0,66,65,https://x.com/VioPromotes/status/1798202884204744864,1604833423918759939,VioPromotes,$0.5 | 7.000 idr ~ 7 hours rt like &amp; reply tagihan pinjol numpuk gaji habis? @pahtehtic joki pinjol hadir buat kamu! lunasin tagihan pinjolmu dengan cepat dan aman. testi udah 300+ jadi ga perlu ragu ,|   idr    hours rt like  amp  reply tagihan pinjol numpuk gaji habis    joki pinjol hadir buat kamu  lunasin tagihan pinjolmu dengan cepat dan aman  testi udah + jadi ga perlu ragu,| idr hours rt like amp reply tagihan pinjol numpuk gaji habis joki pinjol hadir lunasin tagihan pinjolmu cepat aman testi udah + ga ragu,idr hours rt like amp reply tagih pinjol numpuk gaji habis joki pinjol hadir lunasin tagih pinjolmu cepat aman testi udah ga ragu,"['idr', 'hours', 'rt', 'like', 'amp', 'reply', 'tagih', 'pinjol', 'numpuk', 'gaji', 'habis', 'joki', 'pinjol', 'hadir', 'lunasin', 'tagih', 'pinjolmu', 'cepat', 'aman', 'testi', 'udah', 'ga', 'ragu']"
1795296599536771263,Tue May 28 03:30:38 +0000 2024,3,Bahayanya Student Loan PINJOL pinjaman online untuk biaya kuliah https://t.co/E3TZGZX9S1,1795296599536771263,https://pbs.twimg.com/ext_tw_video_thumb/1795294583095717889/pu/img/NjQHbdhvwosUw-IO.jpg,,in,"Bandung, Jawa Barat",0,0,0,https://x.com/Al_Kauther01/status/1795296599536771263,1772537354563321856,Al_Kauther01,bahayanya student loan pinjol pinjaman online untuk biaya kuliah https://t.co/e3tzgzx9s1,bahayanya student loan pinjol pinjaman online untuk biaya kuliah,bahayanya student loan pinjol pinjaman online biaya kuliah,bahaya student loan pinjol pinjam online biaya kuliah,"['bahaya', 'student', 'loan', 'pinjol', 'pinjam', 'online', 'biaya', 'kuliah']"
1455100565537443840,Mon Nov 01 09:13:03 +0000 2021,3944,uang dingin dipake kripto pinjol buat beli kripto https://t.co/7Fkeby888X,1455100565537443840,https://pbs.twimg.com/media/FDGOPyUVEAMqiCG.jpg,,in,evilbuzz.id@gmail.com,291,360,491,https://x.com/txtdarionlshop/status/1455100565537443840,979392686,txtdarionlshop,uang dingin dipake kripto pinjol buat beli kripto https://t.co/7fkeby888x,uang dingin dipake kripto pinjol buat beli kripto,uang dingin dipake kripto pinjol beli kripto,uang dingin dipake kripto pinjol beli kripto,"['uang', 'dingin', 'dipake', 'kripto', 'pinjol', 'beli', 'kripto']"
1687770227403362304,Sat Aug 05 10:19:14 +0000 2023,10505,Investasi rugi. Gak punya uang. Bayar kost nunggak. Pinjol. Hutang sana-sini. Learning from Narcos??? Ini teman dekatmu loh yg km bunuh. Teman dekatmu sendiri. He trust you. https://t.co/h08H7bUAxs,1687770227403362304,https://pbs.twimg.com/media/F2wqD_IagAAmGKv.jpg,,in,,612,401,1051,https://x.com/SeputarTetangga/status/1687770227403362304,1326150244585803776,SeputarTetangga,investasi rugi. gak punya uang. bayar kost nunggak. pinjol. hutang sana-sini. learning from narcos??? ini teman dekatmu loh yg km bunuh. teman dekatmu sendiri. he trust you. https://t.co/h08h7buaxs,investasi rugi  gak punya uang  bayar kost nunggak  pinjol  hutang sana sini  learning from narcos    ini teman dekatmu loh yg km bunuh  teman dekatmu sendiri  he trust you,investasi rugi gak uang bayar kost nunggak pinjol hutang learning from narcos teman dekatmu loh km bunuh teman dekatmu he trust you,investasi rugi gak uang bayar kost nunggak pinjol hutang learning from narcos teman dekat loh km bunuh teman dekat he trust you,"['investasi', 'rugi', 'gak', 'uang', 'bayar', 'kost', 'nunggak', 'pinjol', 'hutang', 'learning', 'from', 'narcos', 'teman', 'dekat', 'loh', 'km', 'bunuh', 'teman', 'dekat', 'he', 'trust', 'you']"
1627597694721216512,Mon Feb 20 09:15:04 +0000 2023,12604, info pinjol plus gandengan https://t.co/HuENZnrdYi,1627597694721216512,https://pbs.twimg.com/media/FpZiBsgaEAAvPOT.jpg,,in,Indonesia,2119,2215,1104,https://x.com/tanyakanrl/status/1627597694721216512,1331650559518990336,tanyakanrl, info pinjol plus gandengan https://t.co/huenznrdyi,info pinjol plus gandengan,info pinjol plus gandengan,info pinjol plus gandeng,"['info', 'pinjol', 'plus', 'gandeng']"
1572641085566119937,Wed Sep 21 17:37:07 +0000 2022,58303,BAJINGAAAAAAAN VIDI ALDIANOOOO. Gua sumpahin no hape lu dijadiin jaminan pinjol. https://t.co/S4OOGAzlw7,1572641085566119937,https://pbs.twimg.com/media/FdMkuxpacAA4AYj.jpg,,in,,2428,1875,7271,https://x.com/ardianpancaa/status/1572641085566119937,110090649,ardianpancaa,bajingaaaaaaan vidi aldianoooo. gua sumpahin no hape lu dijadiin jaminan pinjol. https://t.co/s4oogazlw7,bajingaaaaaaan vidi aldianoooo  gua sumpahin no hape lu dijadiin jaminan pinjol,bajingaaaaaaan vidi aldianoooo sumpahin no hape lu dijadiin jaminan pinjol,bajingaaaaaaan vidi aldianoooo sumpahin no hape lu dijadiin jamin pinjol,"['bajingaaaaaaan', 'vidi', 'aldianoooo', 'sumpahin', 'no', 'hape', 'lu', 'dijadiin', 'jamin', 'pinjol']"
1496103203313958913,Tue Feb 22 12:42:54 +0000 2022,24090,Selfi dengan KTP buat daftar pinjol. Royal Canin mahal. Tanggal tua babu ga punya uang. Terpaksa usaha sendiri. https://t.co/PMpLyOKlUF,1496103203313958913,https://pbs.twimg.com/media/FMM57XjaMAAbJN_.jpg,,in,Cloud,691,398,4500,https://x.com/adambrotowijono/status/1496103203313958913,199248441,adambrotowijono,selfi dengan ktp buat daftar pinjol. royal canin mahal. tanggal tua babu ga punya uang. terpaksa usaha sendiri. https://t.co/pmplyokluf,selfi dengan ktp buat daftar pinjol  royal canin mahal  tanggal tua babu ga punya uang  terpaksa usaha sendiri,selfi ktp daftar pinjol royal canin mahal tanggal tua babu ga uang terpaksa usaha,selfi ktp daftar pinjol royal canin mahal tanggal tua babu ga uang paksa usaha,"['selfi', 'ktp', 'daftar', 'pinjol', 'royal', 'canin', 'mahal', 'tanggal', 'tua', 'babu', 'ga', 'uang', 'paksa', 'usaha']"
1284139932840103937,Fri Jul 17 14:56:32 +0000 2020,2326,Ngutang di pinjol. https://t.co/JrNeKZxhlw,1284139932840103937,https://pbs.twimg.com/media/EdIuc0NU0AEIltm.jpg,,tl,"Jakarta, Indonesia",412,212,2100,https://x.com/jonathanend/status/1284139932840103937,68075419,jonathanend,ngutang di pinjol. https://t.co/jrnekzxhlw,ngutang di pinjol,ngutang pinjol,ngutang pinjol,"['ngutang', 'pinjol']"
1756386069006934215,Sat Feb 10 18:34:05 +0000 2024,17044, CW // 18+ baru tanggal 11.. gimana gua mau idup sampe akhir bulan? masa pinjol? https://t.co/JerGdsGxAP,1756386069006934215,https://pbs.twimg.com/media/GF_v0PYbkAAKlr_.jpg,,in,,570,640,892,https://x.com/convomf/status/1756386069006934215,1314975287294083073,convomf, cw // 18+ baru tanggal 11.. gimana gua mau idup sampe akhir bulan? masa pinjol? https://t.co/jergdsgxap,cw    + baru tanggal    gimana gua mau idup sampe akhir bulan  masa pinjol,cw + tanggal gimana idup sampe pinjol,cw tanggal gimana idup sampe pinjol,"['cw', 'tanggal', 'gimana', 'idup', 'sampe', 'pinjol']"
1659506683708833798,Fri May 19 10:30:00 +0000 2023,13030, Guysss no WA gw dijadikan jaminan pinjol ama temen tanpa sepengetahuan gw dan akhir ini gw jadi sasaran terror kesel bgt anjir gimana cara kasi tau penagihnya woy kalo itu bukan gw yg minjam https://t.co/nDATBwSrt2,1659506683708833798,https://pbs.twimg.com/media/FwfAUZtaMAE3_bs.jpg,,in,Indonesia,350,801,718,https://x.com/tanyarlfes/status/1659506683708833798,1371650588,tanyarlfes, guysss no wa gw dijadikan jaminan pinjol ama temen tanpa sepengetahuan gw dan akhir ini gw jadi sasaran terror kesel bgt anjir gimana cara kasi tau penagihnya woy kalo itu bukan gw yg minjam https://t.co/ndatbwsrt2,guysss no wa gw dijadikan jaminan pinjol ama temen tanpa sepengetahuan gw dan akhir ini gw jadi sasaran terror kesel bgt anjir gimana cara kasi tau penagihnya woy kalo itu bukan gw yg minjam,guysss no wa gw dijadikan jaminan pinjol temen sepengetahuan gw gw sasaran terror kesel anjir gimana kasi tau penagihnya woy gw minjam,guysss no wa gw jadi jamin pinjol temen tahu gw gw sasar terror kesel anjir gimana kasi tau tagih woy gw minjam,"['guysss', 'no', 'wa', 'gw', 'jadi', 'jamin', 'pinjol', 'temen', 'tahu', 'gw', 'gw', 'sasar', 'terror', 'kesel', 'anjir', 'gimana', 'kasi', 'tau', 'tagih', 'woy', 'gw', 'minjam']"
1630475401716994049,Tue Feb 28 07:50:03 +0000 2023,5225, klian hati2 yah w4 gb serem bgt cuyyy. bisa jdi yg nomornya dipake buat daftar pinjol tu gara2 pernah pake/ketemu user gb w4. tiati dahh https://t.co/K7u57XN65r,1630475401716994049,https://pbs.twimg.com/media/FqCcdklagAEKW4f.jpg,,in,Indonesia,186,453,617,https://x.com/tanyakanrl/status/1630475401716994049,1331650559518990336,tanyakanrl, klian hati2 yah w4 gb serem bgt cuyyy. bisa jdi yg nomornya dipake buat daftar pinjol tu gara2 pernah pake/ketemu user gb w4. tiati dahh https://t.co/k7u57xn65r,klian hati yah w gb serem bgt cuyyy  bisa jdi yg nomornya dipake buat daftar pinjol tu gara pernah pake ketemu user gb w  tiati dahh,klian hati yah w gb serem cuyyy jdi nomornya dipake daftar pinjol gara pake ketemu user gb w tiati dahh,klian hati yah w gb rem cuyyy jdi nomor dipake daftar pinjol gara pake ketemu user gb w tiati dahh,"['klian', 'hati', 'yah', 'w', 'gb', 'rem', 'cuyyy', 'jdi', 'nomor', 'dipake', 'daftar', 'pinjol', 'gara', 'pake', 'ketemu', 'user', 'gb', 'w', 'tiati', 'dahh']"
1435781031756324866,Thu Sep 09 01:44:08 +0000 2021,3130,kirain kayak pinjol https://t.co/QgdHJcSO62,1435781031756324866,https://pbs.twimg.com/media/E-zrPLCVIAMO5iv.jpg,,in,Gedung DPR RI,128,191,431,https://x.com/txtdrpemerintah/status/1435781031756324866,1231495733523566592,txtdrpemerintah,kirain kayak pinjol https://t.co/qgdhjcso62,kirain kayak pinjol,kirain kayak pinjol,kirain kayak pinjol,"['kirain', 'kayak', 'pinjol']"
